"REF_DATE","GEO","DGUID","Age at time of death","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-02-06","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","1040","","","","0"
"2021-02-13","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","970","","","","0"
"2021-02-20","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","1025","","","","0"
"2021-02-27","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","980","","","","0"
"2021-03-06","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","995","","","","0"
"2021-03-13","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","945","","","","0"
"2021-03-20","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","875","","","","0"
"2021-03-27","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","970","","","","0"
"2021-04-03","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","895","","","","0"
"2021-04-10","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","1030","","","","0"
"2021-04-17","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","1025","","","","0"
"2021-04-24","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","1085","","","","0"
"2021-05-01","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","1045","","","","0"
"2021-05-08","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","1045","","","","0"
"2021-05-15","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","995","","","","0"
"2021-05-22","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","1000","","","","0"
"2021-05-29","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","935","","","","0"
"2021-06-05","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","885","","","","0"
"2021-06-12","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","910","","","","0"
"2021-06-19","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","915","","","","0"
"2021-06-26","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","925","","","","0"
"2021-07-03","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","860","","","","0"
"2021-07-10","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","840","","","","0"
"2021-07-17","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","860","","","","0"
"2021-07-24","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","850","","","","0"
"2021-07-31","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","855","","","","0"
"2021-08-07","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","840","","","","0"
"2021-08-14","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","835","","","","0"
"2021-08-21","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","850","","","","0"
"2021-08-28","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","890","","","","0"
"2021-09-04","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","810","","","","0"
"2021-09-11","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","930","","","","0"
"2021-09-18","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","880","","","","0"
"2021-09-25","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","","..","","","0"
"2021-10-02","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","","..","","","0"
"2021-10-09","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","","..","","","0"
"2021-10-16","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","","..","","","0"
"2021-10-23","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","","..","","","0"
"2021-10-30","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","","..","","","0"
"2021-11-06","Ontario, place of occurrence","2016A000235","Age at time of death, 65 to 84 years","Both sexes","Number of deaths","Number","223","units","0","v1161320420","7.4.1.1","","..","","","0"
"2015-03-14","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","780","","","","0"
"2015-03-21","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","690","","","","0"
"2015-03-28","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","710","","","","0"
"2015-04-04","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","760","","","","0"
"2015-04-11","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","705","","","","0"
"2015-04-18","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","770","","","","0"
"2015-04-25","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","680","","","","0"
"2015-05-02","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","655","","","","0"
"2015-05-09","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","680","","","","0"
"2015-05-16","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","645","","","","0"
"2015-05-23","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","645","","","","0"
"2015-05-30","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","650","","","","0"
"2015-06-06","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","605","","","","0"
"2015-06-13","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","590","","","","0"
"2015-06-20","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","600","","","","0"
"2015-06-27","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","610","","","","0"
"2015-07-04","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","640","","","","0"
"2015-07-11","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","615","","","","0"
"2015-07-18","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","600","","","","0"
"2015-07-25","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","595","","","","0"
"2015-08-01","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","655","","","","0"
"2015-08-08","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","620","","","","0"
"2015-08-15","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","630","","","","0"
"2015-08-22","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","630","","","","0"
"2015-08-29","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","605","","","","0"
"2015-09-05","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","560","","","","0"
"2015-09-12","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","610","","","","0"
"2015-09-19","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","620","","","","0"
"2015-09-26","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","655","","","","0"
"2015-10-03","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","620","","","","0"
"2015-10-10","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","735","","","","0"
"2015-10-17","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","715","","","","0"
"2015-10-24","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","670","","","","0"
"2015-10-31","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","730","","","","0"
"2015-11-07","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","700","","","","0"
"2015-11-14","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","665","","","","0"
"2015-11-21","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","670","","","","0"
"2015-11-28","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","665","","","","0"
"2015-12-05","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","700","","","","0"
"2015-12-12","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","735","","","","0"
"2015-12-19","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","665","","","","0"
"2015-12-26","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","705","","","","0"
"2016-01-02","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","660","","","","0"
"2016-01-09","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","750","","","","0"
"2016-01-16","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","765","","","","0"
"2016-01-23","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","745","","","","0"
"2016-01-30","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","725","","","","0"
"2016-02-06","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","720","","","","0"
"2016-02-13","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","720","","","","0"
"2016-02-20","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","750","","","","0"
"2016-02-27","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","770","","","","0"
"2016-03-05","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","790","","","","0"
"2016-03-12","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","750","","","","0"
"2016-03-19","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","725","","","","0"
"2016-03-26","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","770","","","","0"
"2016-04-02","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","735","","","","0"
"2016-04-09","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","730","","","","0"
"2016-04-16","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","700","","","","0"
"2016-04-23","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","700","","","","0"
"2016-04-30","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","680","","","","0"
"2016-05-07","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","740","","","","0"
"2016-05-14","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","720","","","","0"
"2016-05-21","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","705","","","","0"
"2016-05-28","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","675","","","","0"
"2016-06-04","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","640","","","","0"
"2016-06-11","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","630","","","","0"
"2016-06-18","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","590","","","","0"
"2016-06-25","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","610","","","","0"
"2016-07-02","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","655","","","","0"
"2016-07-09","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","605","","","","0"
"2016-07-16","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","600","","","","0"
"2016-07-23","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","635","","","","0"
"2016-07-30","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","685","","","","0"
"2016-08-06","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","600","","","","0"
"2016-08-13","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","705","","","","0"
"2016-08-20","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","650","","","","0"
"2016-08-27","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","640","","","","0"
"2016-09-03","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","675","","","","0"
"2016-09-10","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","690","","","","0"
"2016-09-17","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","670","","","","0"
"2016-09-24","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","665","","","","0"
"2016-10-01","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","705","","","","0"
"2016-10-08","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","695","","","","0"
"2016-10-15","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","750","","","","0"
"2016-10-22","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","730","","","","0"
"2016-10-29","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","740","","","","0"
"2016-11-05","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","775","","","","0"
"2016-11-12","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","775","","","","0"
"2016-11-19","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","765","","","","0"
"2016-11-26","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","745","","","","0"
"2016-12-03","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","760","","","","0"
"2016-12-10","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","750","","","","0"
"2016-12-17","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","750","","","","0"
"2016-12-24","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","790","","","","0"
"2016-12-31","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","840","","","","0"
"2017-01-07","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","915","","","","0"
"2017-01-14","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","935","","","","0"
"2017-01-21","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","955","","","","0"
"2017-01-28","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","905","","","","0"
"2017-02-04","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","885","","","","0"
"2017-02-11","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","905","","","","0"
"2017-02-18","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","840","","","","0"
"2017-02-25","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","870","","","","0"
"2017-03-04","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","770","","","","0"
"2017-03-11","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","770","","","","0"
"2017-03-18","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","860","","","","0"
"2017-03-25","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","830","","","","0"
"2017-04-01","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","810","","","","0"
"2017-04-08","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","705","","","","0"
"2017-04-15","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","710","","","","0"
"2017-04-22","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","715","","","","0"
"2017-04-29","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","685","","","","0"
"2017-05-06","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","730","","","","0"
"2017-05-13","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","730","","","","0"
"2017-05-20","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","675","","","","0"
"2017-05-27","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","700","","","","0"
"2017-06-03","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","670","","","","0"
"2017-06-10","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","750","","","","0"
"2017-06-17","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","665","","","","0"
"2017-06-24","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","675","","","","0"
"2017-07-01","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","645","","","","0"
"2017-07-08","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","665","","","","0"
"2017-07-15","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","665","","","","0"
"2017-07-22","Ontario, place of occurrence","2016A000235","Age at time of death, 85 years and over","Both sexes","Number of deaths","Number","223","units","0","v1161320423","7.5.1.1","695","","","","0"
